#reverse_pos	count	cdf
960	6	0.99792
961	6	0.997927
962	1	0.997928
963	3	0.997931
964	1	0.997932
965	4	0.997936
966	3	0.997939
968	8	0.997948
969	1	0.997949
970	3	0.997952
971	4	0.997956
972	3	0.997959
974	3	0.997962
975	1	0.997963
976	2	0.997965
977	2	0.997967
978	5	0.997973
979	4	0.997977
980	1	0.997978
981	1	0.997979
982	4	0.997983
983	3	0.997986
984	3	0.997989
985	2	0.997991
986	3	0.997994
987	2	0.997996
989	3	0.998
990	1	0.998001
991	4	0.998005
993	3	0.998008
994	1	0.998009
995	4	0.998013
996	6	0.998019
997	2	0.998021
998	6	0.998028
999	2	0.99803
1000	5	0.998035
1001	2	0.998037
1002	2	0.998039
1003	6	0.998045
1004	2	0.998048
1005	4	0.998052
1006	8	0.99806
1007	6	0.998066
1008	3	0.998069
1009	3	0.998073
1010	1	0.998074
1011	5	0.998079
1012	1	0.99808
1013	1	0.998081
1014	3	0.998084
1015	3	0.998087
1016	3	0.99809
1017	3	0.998093
1018	3	0.998096
1019	3	0.9981
1020	3	0.998103
1021	3	0.998106
1022	7	0.998113
1023	3	0.998116
1024	4	0.99812
1025	7	0.998128
1026	4	0.998132
1028	4	0.998136
1030	5	0.998141
1031	3	0.998144
1032	7	0.998152
1033	2	0.998154
1034	6	0.99816
1035	1	0.998161
1036	2	0.998163
1037	2	0.998165
1038	2	0.998167
1039	1	0.998168
1040	2	0.99817
1041	3	0.998174
1042	3	0.998177
1043	7	0.998184
1044	2	0.998186
1045	1	0.998187
1046	3	0.99819
1047	5	0.998195
1048	3	0.998199
1049	1	0.9982
1050	3	0.998203
1051	2	0.998205
1052	1	0.998206
1054	4	0.99821
1055	5	0.998215
1056	1	0.998216
1057	3	0.998219
1058	2	0.998222
1059	4	0.998226
1060	2	0.998228
1061	3	0.998231
1062	1	0.998232
1063	3	0.998235
1065	2	0.998237
1066	7	0.998244
1067	2	0.998247
1069	3	0.99825
1070	6	0.998256
1071	3	0.998259
1072	3	0.998262
1073	1	0.998263
1074	3	0.998266
1075	2	0.998268
1076	2	0.99827
1077	5	0.998276
1078	2	0.998278
1079	3	0.998281
1080	1	0.998282
1081	2	0.998284
1082	1	0.998285
1083	1	0.998286
1084	4	0.99829
1085	4	0.998294
1086	3	0.998298
1087	3	0.998301
1088	3	0.998304
1089	3	0.998307
1091	3	0.99831
1094	2	0.998312
1095	3	0.998315
1097	4	0.998319
1098	2	0.998322
1099	4	0.998326
1100	2	0.998328
1101	1	0.998329
1102	4	0.998333
1104	9	0.998342
1106	3	0.998346
1107	4	0.99835
1109	2	0.998352
1110	1	0.998353
1112	1	0.998354
1113	4	0.998358
1114	4	0.998362
1115	1	0.998363
1116	1	0.998364
1117	3	0.998367
1119	1	0.998368
1120	2	0.998371
1121	1	0.998372
1122	1	0.998373
1124	2	0.998375
1125	2	0.998377
1126	1	0.998378
1127	1	0.998379
1128	1	0.99838
1129	2	0.998382
1130	2	0.998384
1131	2	0.998386
1132	1	0.998387
1133	2	0.998389
1134	1	0.99839
1135	3	0.998393
1138	7	0.998401
1140	1	0.998402
1142	3	0.998405
1143	3	0.998408
1144	3	0.998411
1145	1	0.998412
1146	2	0.998414
1148	2	0.998416
1150	4	0.998421
1152	1	0.998422
1153	5	0.998427
1154	4	0.998431
1155	2	0.998433
1156	2	0.998435
1157	1	0.998436
1158	3	0.998439
1159	3	0.998442
1161	2	0.998444
1163	1	0.998446
1165	1	0.998447
1166	4	0.998451
1167	5	0.998456
1168	1	0.998457
1169	2	0.998459
1170	1	0.99846
1171	1	0.998461
1172	5	0.998466
1173	4	0.998471
1174	4	0.998475
